team_id,player_id,starter_probability,as_of_utc,source,season,needs_human_review,source_manifest_hash
LV,00-0035264,0.14423076923076922,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0031345,0.3065326633165829,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0038579,0.6147403685092128,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0035289,0.48755490483162517,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0038122,0.1376281112737921,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0038579,0.3718887262079063,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
LV,00-0030565,0.870242214532872,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0023682,0.47474747474747475,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.5218855218855218,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0033119,0.3719512195121951,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.6234756097560976,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0031237,0.12985074626865672,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.6283582089552239,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0037327,0.24029850746268658,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.987460815047022,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0035993,0.2346456692913386,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.662992125984252,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0036212,0.8011583011583011,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
MIA,00-0040234,0.17567567567567569,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0029604,0.998211091234347,2021-02-15T00:00:00Z,historical_dropback_share,2020,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0029604,0.9287974683544303,2022-02-15T00:00:00Z,historical_dropback_share,2021,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0029604,0.9592105263157895,2023-02-15T00:00:00Z,historical_dropback_share,2022,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0029604,0.4822485207100592,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0033319,0.23520710059171598,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0033949,0.2440828402366864,2024-02-15T00:00:00Z,historical_dropback_share,2023,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0034869,0.9938176197836167,2025-02-15T00:00:00Z,historical_dropback_share,2024,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0032950,0.3436928702010969,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0039923,0.4990859232175503,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
MIN,00-0040494,0.15539305301645337,2026-02-15T00:00:00Z,historical_dropback_share,2025,False,daec211cfe940ff0b8c175d9b16010e7
